token_address,symbol,discovered_at_unix,discovered_age_sec,death_reason,chart_data_json
5vaPfZrz2huH5EVRWqXpv5osf1sPLK9FAFr9FoPgpump,tiles,1766261653,9,volume_low,"{""code"":0,""reason"":"""",""message"":""success"",""data"":{""_debug_tpool"":{""exchange"":""pump"",""pool_address"":""HY68izRWccTNK1XuRqeTg8JN9wdD3VZERLEbQGHQ4VK9"",""base_address"":""5vaPfZrz2huH5EVRWqXpv5osf1sPLK9FAFr9FoPgpump"",""quote_address"":""So11111111111111111111111111111111111111112"",""launch_type"":""launching""},""_debug_tpool_desc"":"""",""list"":[{""time"":1766261644000,""open"":""3582.5272"",""close"":""4334.8821"",""high"":""4334.8821"",""low"":""3582.5272"",""volume"":""520.93275691"",""source"":"""",""amount"":""129908334.928325""},{""time"":1766261645000,""open"":""4334.8821"",""close"":""4917.9599"",""high"":""4917.9599"",""low"":""4244.1715"",""volume"":""656.30005652"",""source"":"""",""amount"":""146288168.169072""},{""time"":1766261646000,""open"":""4917.9599"",""close"":""5398.009"",""high"":""5434.3564"",""low"":""4917.9599"",""volume"":""478.86863847"",""source"":"""",""amount"":""89922925.878338""},{""time"":1766261647000,""open"":""5398.009"",""close"":""7645.1816"",""high"":""7849.4529"",""low"":""5398.009"",""volume"":""1148.87529175"",""source"":"""",""amount"":""171862015.439461""},{""time"":1766261648000,""open"":""7645.1816"",""close"":""7395.002399"",""high"":""7645.2907"",""low"":""7395.002399"",""volume"":""182.59621921"",""source"":"""",""amount"":""24691294.479665""},{""time"":1766261649000,""open"":""7395.002399"",""close"":""7169.2777"",""high"":""7395.002399"",""low"":""7169.2777"",""volume"":""12.4494125"",""source"":"""",""amount"":""1736494.665095""},{""time"":1766261650000,""open"":""7169.2777"",""close"":""5955.4466"",""high"":""7169.2777"",""low"":""5955.4466"",""volume"":""508.62137929"",""source"":"""",""amount"":""77485026.577662""},{""time"":1766261651000,""open"":""5955.4466"",""close"":""7835.9712"",""high"":""7835.9712"",""low"":""5955.4466"",""volume"":""726.046351011"",""source"":"""",""amount"":""106223251.77163799""},{""time"":1766261652000,""open"":""7835.9712"",""close"":""7212.2054"",""high"":""7835.9712"",""low"":""7212.2054"",""volume"":""260.98028709"",""source"":"""",""amount"":""34882521.466631""},{""time"":1766261653000,""open"":""7212.2054"",""close"":""5378.7219"",""high"":""7212.2054"",""low"":""5378.7219"",""volume"":""768.51781802"",""source"":"""",""amount"":""124875084.16056997""},{""time"":1766261654000,""open"":""5378.7219"",""close"":""5871.4949"",""high"":""5871.4949"",""low"":""5229.893"",""volume"":""380.66693674"",""source"":"""",""amount"":""69642302.23988""},{""time"":1766261655000,""open"":""5871.4949"",""close"":""5723.8281"",""high"":""5871.4949"",""low"":""5694.4399"",""volume"":""104.029358193"",""source"":"""",""amount"":""18066953.121866""},{""time"":1766261656000,""open"":""5723.8281"",""close"":""5719.657"",""high"":""5723.8281"",""low"":""5719.657"",""volume"":""40.44044218"",""source"":"""",""amount"":""7070431.322118""},{""time"":1766261657000,""open"":""5719.657"",""close"":""5919.4649"",""high"":""5919.4649"",""low"":""5719.657"",""volume"":""10.18993088"",""source"":"""",""amount"":""1721427.696567""},{""time"":1766261658000,""open"":""5919.4649"",""close"":""5696.1752"",""high"":""5919.4649"",""low"":""5696.1752"",""volume"":""194.87208516"",""source"":"""",""amount"":""34211040.954536""},{""time"":1766261659000,""open"":""5696.1752"",""close"":""5182.1299"",""high"":""5696.1752"",""low"":""5182.1299"",""volume"":""183.66256649"",""source"":"""",""amount"":""34938843.030319""},{""time"":1766261660000,""open"":""5182.1299"",""close"":""5818.7113"",""high"":""5818.7113"",""low"":""5154.9087"",""volume"":""407.61294601"",""source"":"""",""amount"":""74148656.748292""},{""time"":1766261661000,""open"":""5818.7113"",""close"":""6277.4338"",""high"":""6277.4338"",""low"":""5818.7113"",""volume"":""177.30633488"",""source"":"""",""amount"":""28730944.193773""},{""time"":1766261662000,""open"":""6277.4338"",""close"":""6936.9338"",""high"":""6936.9338"",""low"":""6277.4338"",""volume"":""308.14666648"",""source"":"""",""amount"":""46044458.676438004""},{""time"":1766261663000,""open"":""6936.9338"",""close"":""6810.3321"",""high"":""7000.5951"",""low"":""6809.0305"",""volume"":""129.10985038"",""source"":"""",""amount"":""18624219.473597""},{""time"":1766261665000,""open"":""6810.3321"",""close"":""6577.7486"",""high"":""6811.3795"",""low"":""6577.7486"",""volume"":""140.34388543"",""source"":"""",""amount"":""21120755.416598998""},{""time"":1766261666000,""open"":""6577.7486"",""close"":""6463.1712"",""high"":""6577.7486"",""low"":""6463.1712"",""volume"":""3.55428734"",""source"":"""",""amount"":""549929.318152""},{""time"":1766261667000,""open"":""6463.1712"",""close"":""6547.7074"",""high"":""6547.7074"",""low"":""6460.2425"",""volume"":""38.27450165"",""source"":"""",""amount"":""5882074.96803""},{""time"":1766261668000,""open"":""6547.7074"",""close"":""6561.8444"",""high"":""6561.8444"",""low"":""6547.7074"",""volume"":""4.89805625"",""source"":"""",""amount"":""746445.042243""},{""time"":1766261669000,""open"":""6561.8444"",""close"":""6361.8369"",""high"":""6569.6439"",""low"":""6361.8369"",""volume"":""140.89214382"",""source"":"""",""amount"":""22031621.429798""},{""time"":1766261670000,""open"":""6361.8369"",""close"":""6236.0023"",""high"":""6361.8369"",""low"":""6236.0023"",""volume"":""12.45135788"",""source"":"""",""amount"":""1996689.076876""},{""time"":1766261671000,""open"":""6236.0023"",""close"":""6217.6898"",""high"":""6236.0023"",""low"":""6217.6898"",""volume"":""27.20582771"",""source"":"""",""amount"":""4375552.379483""},{""time"":1766261672000,""open"":""6217.6898"",""close"":""6011.0841"",""high"":""6217.6898"",""low"":""6011.0841"",""volume"":""90.87430966"",""source"":"""",""amount"":""14966306.34206""},{""time"":1766261673000,""open"":""6011.0841"",""close"":""5561.4287"",""high"":""6011.0841"",""low"":""5561.4287"",""volume"":""173.054838942"",""source"":"""",""amount"":""30085871.195537""},{""time"":1766261674000,""open"":""5561.4287"",""close"":""5807.5469"",""high"":""5858.4505"",""low"":""5561.4287"",""volume"":""184.22536155"",""source"":"""",""amount"":""32080698.962165996""},{""time"":1766261675000,""open"":""5807.5469"",""close"":""6850.0457"",""high"":""6850.0457"",""low"":""5769.6833"",""volume"":""453.030322469"",""source"":"""",""amount"":""72295133.43023501""},{""time"":1766261676000,""open"":""6850.0457"",""close"":""6879.5901"",""high"":""6879.5901"",""low"":""6850.0457"",""volume"":""19.034219298"",""source"":"""",""amount"":""2766766.467585""},{""time"":1766261677000,""open"":""6879.5901"",""close"":""6968.7321"",""high"":""6968.7321"",""low"":""6879.5901"",""volume"":""49.30737776"",""source"":"""",""amount"":""7075516.31098""},{""time"":1766261678000,""open"":""6968.7321"",""close"":""7159.6875"",""high"":""7159.6875"",""low"":""6635.836"",""volume"":""395.53630801"",""source"":"""",""amount"":""57767751.19958""},{""time"":1766261679000,""open"":""7159.6875"",""close"":""7265.2112"",""high"":""7265.2112"",""low"":""7159.6875"",""volume"":""39.81254917"",""source"":"""",""amount"":""5507664.573531""},{""time"":1766261680000,""open"":""7265.2112"",""close"":""7477.6259"",""high"":""7477.6259"",""low"":""7265.2112"",""volume"":""79.6314148"",""source"":"""",""amount"":""10776794.381361""},{""time"":1766261681000,""open"":""7477.6259"",""close"":""7514.1471"",""high"":""7514.1471"",""low"":""7477.6259"",""volume"":""12.32684434"",""source"":"""",""amount"":""1640484.808213""},{""time"":1766261685000,""open"":""7514.1471"",""close"":""6532.7615"",""high"":""7514.1471"",""low"":""6532.7615"",""volume"":""394.84923283"",""source"":"""",""amount"":""56463057.482342""},{""time"":1766261687000,""open"":""6532.7615"",""close"":""6465.4713"",""high"":""6532.7615"",""low"":""6465.4713"",""volume"":""26.40885149"",""source"":"""",""amount"":""4081652.7691140003""},{""time"":1766261688000,""open"":""6465.4713"",""close"":""6421.7075"",""high"":""6465.4713"",""low"":""6421.7075"",""volume"":""53.22305649"",""source"":"""",""amount"":""8269391.564563001""},{""time"":1766261689000,""open"":""6421.7075"",""close"":""6530.6919"",""high"":""6530.6919"",""low"":""6374.9301"",""volume"":""127.42208335"",""source"":"""",""amount"":""19526598.105882""},{""time"":1766261690000,""open"":""6530.6919"",""close"":""6420.6738"",""high"":""6545.7895"",""low"":""6420.6738"",""volume"":""123.43225718"",""source"":"""",""amount"":""18892236.2311""},{""time"":1766261692000,""open"":""6420.6738"",""close"":""6202.6167"",""high"":""6420.6738"",""low"":""6202.6167"",""volume"":""148.83011111"",""source"":"""",""amount"":""23730550.723300997""},{""time"":1766261693000,""open"":""6202.6167"",""close"":""6327.1392"",""high"":""6327.1392"",""low"":""6202.6167"",""volume"":""47.35717576"",""source"":"""",""amount"":""7515640.674539""},{""time"":1766261694000,""open"":""6327.1392"",""close"":""7158.8369"",""high"":""7242.9294"",""low"":""6327.1392"",""volume"":""432.8385528"",""source"":"""",""amount"":""63351571.50551599""},{""time"":1766261695000,""open"":""7158.8369"",""close"":""7036.2385"",""high"":""7158.8369"",""low"":""7036.2385"",""volume"":""30.66985455"",""source"":"""",""amount"":""4342945.297831001""},{""time"":1766261696000,""open"":""7036.2385"",""close"":""6478.7257"",""high"":""7036.2385"",""low"":""6478.7257"",""volume"":""348.97519825"",""source"":"""",""amount"":""52647604.706346996""},{""time"":1766261697000,""open"":""6478.7257"",""close"":""6612.3074"",""high"":""6612.3074"",""low"":""6478.7257"",""volume"":""12.32586656"",""source"":"""",""amount"":""1864079.469293""},{""time"":1766261698000,""open"":""6612.3074"",""close"":""7513.008699"",""high"":""7513.008699"",""low"":""6612.3074"",""volume"":""397.15551934"",""source"":"""",""amount"":""55653903.955603""},{""time"":1766261699000,""open"":""7513.008699"",""close"":""8580.4953"",""high"":""8580.4953"",""low"":""7513.008699"",""volume"":""345.40717657"",""source"":"""",""amount"":""42355936.742106""},{""time"":1766261700000,""open"":""8580.4953"",""close"":""8716.9906"",""high"":""8716.9906"",""low"":""8560.1979"",""volume"":""88.42433479"",""source"":"""",""amount"":""10272602.982048""},{""time"":1766261701000,""open"":""8716.9906"",""close"":""9092.0962"",""high"":""9092.0962"",""low"":""8716.9906"",""volume"":""129.42159978"",""source"":"""",""amount"":""14529507.358367""},{""time"":1766261702000,""open"":""9092.0962"",""close"":""9074.1914"",""high"":""9092.0962"",""low"":""9074.1914"",""volume"":""18.11833894"",""source"":"""",""amount"":""1996689.076876""},{""time"":1766261703000,""open"":""9074.1914"",""close"":""9059.3073"",""high"":""9074.1914"",""low"":""9053.2112"",""volume"":""4.079861684"",""source"":"""",""amount"":""450652.615838""},{""time"":1766261704000,""open"":""9059.3073"",""close"":""9498.6466"",""high"":""9498.6466"",""low"":""9057.2107"",""volume"":""272.5842921"",""source"":"""",""amount"":""28820532.721394002""},{""time"":1766261708000,""open"":""9498.6466"",""close"":""9722.0307"",""high"":""9722.0307"",""low"":""9498.6466"",""volume"":""103.88373141"",""source"":"""",""amount"":""10685394.292442""},{""time"":1766261709000,""open"":""9722.0307"",""close"":""9564.6442"",""high"":""9722.0307"",""low"":""9564.6442"",""volume"":""1.84887991"",""source"":"""",""amount"":""193303.574594""},{""time"":1766261710000,""open"":""9564.6442"",""close"":""9549.7822"",""high"":""9564.6442"",""low"":""9549.7822"",""volume"":""11.52773583"",""source"":"""",""amount"":""1207120.275222""},{""time"":1766261711000,""open"":""9549.7822"",""close"":""10385.152"",""high"":""10385.152"",""low"":""9549.7822"",""volume"":""276.21063251"",""source"":"""",""amount"":""27744862.181017""},{""time"":1766261713000,""open"":""10385.152"",""close"":""10279.5929"",""high"":""10385.152"",""low"":""10225.68"",""volume"":""95.2130691"",""source"":"""",""amount"":""9272563.849728001""},{""time"":1766261714000,""open"":""10279.5929"",""close"":""10301.028"",""high"":""10307.08"",""low"":""10279.5929"",""volume"":""19.81945751"",""source"":"""",""amount"":""1923570.3275219998""},{""time"":1766261718000,""open"":""10301.028"",""close"":""10082.636"",""high"":""10301.028"",""low"":""10082.636"",""volume"":""63.34620581"",""source"":"""",""amount"":""6221755.982465""},{""time"":1766261719000,""open"":""10082.636"",""close"":""9805.0447"",""high"":""10082.636"",""low"":""9805.0447"",""volume"":""106.81570837"",""source"":"""",""amount"":""10770168.051223999""},{""time"":1766261720000,""open"":""9805.0447"",""close"":""9558.6334"",""high"":""9805.0447"",""low"":""9558.6334"",""volume"":""104.42131759"",""source"":"""",""amount"":""10802577.167201""},{""time"":1766261722000,""open"":""9558.6334"",""close"":""9614.5389"",""high"":""9614.5389"",""low"":""9558.6334"",""volume"":""12.93943209"",""source"":"""",""amount"":""1348228.305078""},{""time"":1766261723000,""open"":""9614.5389"",""close"":""9680.0007"",""high"":""9680.0007"",""low"":""9614.5389"",""volume"":""43.14395552"",""source"":"""",""amount"":""4457019.868042""},{""time"":1766261726000,""open"":""9680.0007"",""close"":""8842.3835"",""high"":""9680.0007"",""low"":""8842.3835"",""volume"":""469.65800595"",""source"":"""",""amount"":""52078730.594811""},{""time"":1766261727000,""open"":""8842.3835"",""close"":""8380.0801"",""high"":""8842.3835"",""low"":""8380.0801"",""volume"":""24.65173326"",""source"":"""",""amount"":""2941706.130049""},{""time"":1766261728000,""open"":""8380.0801"",""close"":""8427.1189"",""high"":""8427.1189"",""low"":""8380.0801"",""volume"":""8.011813263"",""source"":"""",""amount"":""950717.946591""},{""time"":1766261729000,""open"":""8427.1189"",""close"":""8438.4061"",""high"":""8438.4061"",""low"":""8427.1189"",""volume"":""11.18449348"",""source"":"""",""amount"":""1325703.9891400002""},{""time"":1766261730000,""open"":""8438.4061"",""close"":""7587.9128"",""high"":""8438.4061"",""low"":""7587.9128"",""volume"":""420.032900368"",""source"":"""",""amount"":""53555232.550514""},{""time"":1766261731000,""open"":""7587.9128"",""close"":""7614.4564"",""high"":""7614.4564"",""low"":""7587.9128"",""volume"":""248.98825"",""source"":"""",""amount"":""32699412.070106""},{""time"":1766261735000,""open"":""7614.4564"",""close"":""7980.5087"",""high"":""7980.5087"",""low"":""7614.4564"",""volume"":""12.32684434"",""source"":"""",""amount"":""1544618.869396""},{""time"":1766261736000,""open"":""7980.5087"",""close"":""7330.03839"",""high"":""7980.5087"",""low"":""7330.03839"",""volume"":""358.91081106"",""source"":"""",""amount"":""47528582.964913""},{""time"":1766261737000,""open"":""7330.03839"",""close"":""6594.1843"",""high"":""7330.03839"",""low"":""6594.1843"",""volume"":""400.90730304"",""source"":"""",""amount"":""60560594.901965""},{""time"":1766261738000,""open"":""6594.1843"",""close"":""6106.9695"",""high"":""6594.1843"",""low"":""6106.9695"",""volume"":""16.55836675"",""source"":"""",""amount"":""2711388.471""},{""time"":1766261739000,""open"":""6106.9695"",""close"":""6026.0259"",""high"":""6106.9695"",""low"":""6026.0259"",""volume"":""43.11681241"",""source"":"""",""amount"":""7136051.335321""},{""time"":1766261740000,""open"":""6026.0259"",""close"":""6023.8602"",""high"":""6037.08829"",""low"":""6023.8602"",""volume"":""10.84054142"",""source"":"""",""amount"":""1798412.8266409999""},{""time"":1766261741000,""open"":""6023.8602"",""close"":""5924.9675"",""high"":""6023.8602"",""low"":""5924.9675"",""volume"":""33.97273334"",""source"":"""",""amount"":""5687450.6464410005""},{""time"":1766261743000,""open"":""5924.9675"",""close"":""5190.6135"",""high"":""5924.9675"",""low"":""5190.6135"",""volume"":""320.54327418"",""source"":"""",""amount"":""57801589.708862""},{""time"":1766261744000,""open"":""5190.6135"",""close"":""4178.5419"",""high"":""5190.6135"",""low"":""4178.5419"",""volume"":""522.26864327"",""source"":"""",""amount"":""113707013.064611""},{""time"":1766261745000,""open"":""4178.5419"",""close"":""4098.6925"",""high"":""4178.5419"",""low"":""4063.02969"",""volume"":""49.78492932"",""source"":"""",""amount"":""12161648.036354""},{""time"":1766261746000,""open"":""4098.6925"",""close"":""4138.1947"",""high"":""4138.1947"",""low"":""4098.6925"",""volume"":""3.62676331"",""source"":"""",""amount"":""876411.93743""},{""time"":1766261749000,""open"":""4138.1947"",""close"":""4128.4258"",""high"":""4138.1947"",""low"":""4128.4258"",""volume"":""6.37684451"",""source"":"""",""amount"":""1544618.869396""},{""time"":1766261756000,""open"":""4128.4258"",""close"":""4113.1448"",""high"":""4128.4258"",""low"":""4113.1448"",""volume"":""8.46231447"",""source"":"""",""amount"":""2057383.043887""}]}}"
3JkJXy74RDQqWQe6sGrjq7XYu6WtYE4bfN3rmaAUpump,SANTA,1766261724,13,price_stable,"{""code"":0,""reason"":"""",""message"":""success"",""data"":{""_debug_tpool"":{""exchange"":""pump"",""pool_address"":""AwRaAqjHpgpzshSziojNnKWHwTspmW7BbfDiH2auNSKA"",""base_address"":""3JkJXy74RDQqWQe6sGrjq7XYu6WtYE4bfN3rmaAUpump"",""quote_address"":""So11111111111111111111111111111111111111112"",""launch_type"":""launching""},""_debug_tpool_desc"":"""",""list"":[{""time"":1766261710000,""open"":""3686.9572"",""close"":""4584.9551"",""high"":""4584.9551"",""low"":""3686.9572"",""volume"":""921.097772564"",""source"":"""",""amount"":""210155091.105481""},{""time"":1766261713000,""open"":""4584.9551"",""close"":""4980.7779"",""high"":""4980.7779"",""low"":""4584.9551"",""volume"":""405.63189744"",""source"":"""",""amount"":""81439465.323567""},{""time"":1766261717000,""open"":""4980.7779"",""close"":""5899.5088"",""high"":""5899.5088"",""low"":""4942.4454"",""volume"":""808.18734631"",""source"":"""",""amount"":""155498187.849861""},{""time"":1766261718000,""open"":""5899.5088"",""close"":""5486.478"",""high"":""5899.5088"",""low"":""5486.478"",""volume"":""173.72557067"",""source"":"""",""amount"":""30540227.007811""},{""time"":1766261719000,""open"":""5486.478"",""close"":""5978.01049"",""high"":""5978.01049"",""low"":""5486.478"",""volume"":""246.53688869"",""source"":"""",""amount"":""42704503.367625006""},{""time"":1766261720000,""open"":""5978.01049"",""close"":""5732.5472"",""high"":""5978.01049"",""low"":""5501.7408"",""volume"":""693.028349987"",""source"":"""",""amount"":""121422602.360716""},{""time"":1766261722000,""open"":""5732.5472"",""close"":""6157.6578"",""high"":""6157.6578"",""low"":""5732.5472"",""volume"":""25.57460646"",""source"":"""",""amount"":""4153300.998721""},{""time"":1766261723000,""open"":""6157.6578"",""close"":""6664.1662"",""high"":""6664.1662"",""low"":""6060.7721"",""volume"":""423.085637793"",""source"":"""",""amount"":""66165045.516095""},{""time"":1766261724000,""open"":""6664.1662"",""close"":""6929.7853"",""high"":""6929.7853"",""low"":""6664.1662"",""volume"":""1.23258656"",""source"":"""",""amount"":""177867.92921""},{""time"":1766261725000,""open"":""6929.7853"",""close"":""6775.1528"",""high"":""6929.7853"",""low"":""6775.1528"",""volume"":""60.49394168"",""source"":"""",""amount"":""8828221.625599""},{""time"":1766261726000,""open"":""6775.1528"",""close"":""6855.111"",""high"":""6855.111"",""low"":""6775.1528"",""volume"":""61.62933322"",""source"":"""",""amount"":""8990274.998855""},{""time"":1766261728000,""open"":""6855.111"",""close"":""6959.8543"",""high"":""6959.8543"",""low"":""6855.111"",""volume"":""18.48879991"",""source"":"""",""amount"":""2656492.368819""},{""time"":1766261729000,""open"":""6959.8543"",""close"":""7664.4631"",""high"":""7664.4631"",""low"":""6959.8543"",""volume"":""329.10064004"",""source"":"""",""amount"":""44377929.577154994""},{""time"":1766261730000,""open"":""7664.4631"",""close"":""7961.02419"",""high"":""7961.02419"",""low"":""7664.4631"",""volume"":""62.25185166"",""source"":"""",""amount"":""7819578.161485""},{""time"":1766261731000,""open"":""7961.02419"",""close"":""8048.913"",""high"":""8048.913"",""low"":""7961.02419"",""volume"":""0.29951987"",""source"":"""",""amount"":""37212.463199""},{""time"":1766261732000,""open"":""8048.913"",""close"":""8205.2538"",""high"":""8205.2538"",""low"":""8048.913"",""volume"":""86.28791092"",""source"":"""",""amount"":""10561542.609902""},{""time"":1766261734000,""open"":""8205.2538"",""close"":""8292.8813"",""high"":""8292.8813"",""low"":""8205.2538"",""volume"":""0.12325856"",""source"":"""",""amount"":""14863.177637""},{""time"":1766261735000,""open"":""8292.8813"",""close"":""8320.4115"",""high"":""8320.4115"",""low"":""8292.8813"",""volume"":""18.67411875"",""source"":"""",""amount"":""2244374.407393""},{""time"":1766261736000,""open"":""8320.4115"",""close"":""8606.2289"",""high"":""8606.2289"",""low"":""8320.4115"",""volume"":""136.024277041"",""source"":"""",""amount"":""15923655.588108""},{""time"":1766261738000,""open"":""8606.2289"",""close"":""8630.4355"",""high"":""8823.8324"",""low"":""8606.2289"",""volume"":""149.5690655"",""source"":"""",""amount"":""17108966.275643002""},{""time"":1766261739000,""open"":""8630.4355"",""close"":""8620.2586"",""high"":""8630.4355"",""low"":""8620.2586"",""volume"":""6.6939021"",""source"":"""",""amount"":""776531.467519""},{""time"":1766261741000,""open"":""8620.2586"",""close"":""8666.5093"",""high"":""8666.5093"",""low"":""8620.2586"",""volume"":""24.6575998"",""source"":"""",""amount"":""2851092.1349299997""},{""time"":1766261742000,""open"":""8666.5093"",""close"":""8912.7539"",""high"":""8912.7539"",""low"":""8666.5093"",""volume"":""89.96539228"",""source"":"""",""amount"":""10204622.61198""},{""time"":1766261743000,""open"":""8912.7539"",""close"":""9003.9406"",""high"":""9003.9406"",""low"":""8912.7539"",""volume"":""36.98346662"",""source"":"""",""amount"":""4107475.607872""},{""time"":1766261745000,""open"":""9003.9406"",""close"":""9081.2984"",""high"":""9081.2984"",""low"":""9003.9406"",""volume"":""13.55867825"",""source"":"""",""amount"":""1493336.5387880001""},{""time"":1766261747000,""open"":""9081.2984"",""close"":""9098.1166"",""high"":""9101.6008"",""low"":""9081.2984"",""volume"":""36.623629"",""source"":"""",""amount"":""4027570.394134""},{""time"":1766261748000,""open"":""9098.1166"",""close"":""9111.6194"",""high"":""9111.6194"",""low"":""9098.1166"",""volume"":""13.89515973"",""source"":"""",""amount"":""1524993.410711""},{""time"":1766261749000,""open"":""9111.6194"",""close"":""8020.0655"",""high"":""9111.6194"",""low"":""8020.0655"",""volume"":""486.014323492"",""source"":"""",""amount"":""57916068.544136""},{""time"":1766261751000,""open"":""8020.0655"",""close"":""7723.1832"",""high"":""8020.0655"",""low"":""7723.1832"",""volume"":""1.2328799"",""source"":"""",""amount"":""159633.64492""},{""time"":1766261752000,""open"":""7723.1832"",""close"":""7404.4575"",""high"":""7723.1832"",""low"":""7404.4575"",""volume"":""117.050099211"",""source"":"""",""amount"":""15477101.165706001""},{""time"":1766261753000,""open"":""7404.4575"",""close"":""7389.3641"",""high"":""7404.4575"",""low"":""7376.5978"",""volume"":""31.76552377"",""source"":"""",""amount"":""4303847.166632""},{""time"":1766261754000,""open"":""7389.3641"",""close"":""7344.797"",""high"":""7389.3641"",""low"":""7344.797"",""volume"":""30.16857483"",""source"":"""",""amount"":""4107475.607872""},{""time"":1766261757000,""open"":""7344.797"",""close"":""8330.354"",""high"":""8330.354"",""low"":""7344.797"",""volume"":""432.43869736"",""source"":"""",""amount"":""54846950.063549995""},{""time"":1766261759000,""open"":""8330.354"",""close"":""8511.4088"",""high"":""8511.4088"",""low"":""8330.354"",""volume"":""0.50432012"",""source"":"""",""amount"":""59252.250332""},{""time"":1766261760000,""open"":""8511.4088"",""close"":""8530.667"",""high"":""8530.667"",""low"":""8511.4088"",""volume"":""12.3287999"",""source"":"""",""amount"":""1445232.806187""},{""time"":1766261761000,""open"":""8530.667"",""close"":""8593.2901"",""high"":""8593.2901"",""low"":""8530.667"",""volume"":""30.82199994"",""source"":"""",""amount"":""3586751.916809""},{""time"":1766261762000,""open"":""8593.2901"",""close"":""8763.8521"",""high"":""8763.8521"",""low"":""8593.2901"",""volume"":""43.67007793"",""source"":"""",""amount"":""5018427.006318999""},{""time"":1766261766000,""open"":""8763.8521"",""close"":""8757.162"",""high"":""8763.8521"",""low"":""8757.162"",""volume"":""3.56071996"",""source"":"""",""amount"":""406606.609189""},{""time"":1766261771000,""open"":""8757.162"",""close"":""9477.6299"",""high"":""9477.6299"",""low"":""8757.162"",""volume"":""493.70897898"",""source"":"""",""amount"":""52092029.539013""},{""time"":1766261772000,""open"":""9477.6299"",""close"":""10250.607"",""high"":""10292.092"",""low"":""9477.6299"",""volume"":""133.17797774"",""source"":"""",""amount"":""12991809.509219""},{""time"":1766261773000,""open"":""10250.607"",""close"":""10348.684"",""high"":""10348.684"",""low"":""10250.607"",""volume"":""0.22171501"",""source"":"""",""amount"":""21424.464016""},{""time"":1766261774000,""open"":""10348.684"",""close"":""10382.529"",""high"":""10382.529"",""low"":""10348.684"",""volume"":""51.30013637"",""source"":"""",""amount"":""4944928.524""},{""time"":1766261775000,""open"":""10382.529"",""close"":""10432.313"",""high"":""10432.313"",""low"":""10382.529"",""volume"":""6.16439988"",""source"":"""",""amount"":""590894.836086""},{""time"":1766261778000,""open"":""10432.313"",""close"":""10338.764"",""high"":""10432.313"",""low"":""10338.764"",""volume"":""64.48791696"",""source"":"""",""amount"":""6237488.0294""},{""time"":1766261779000,""open"":""10338.764"",""close"":""10160.051"",""high"":""10338.764"",""low"":""10160.051"",""volume"":""32.5522044"",""source"":"""",""amount"":""3196200.4361920003""},{""time"":1766261782000,""open"":""10160.051"",""close"":""10350.645"",""high"":""10350.645"",""low"":""10160.051"",""volume"":""98.63039997"",""source"":"""",""amount"":""9585944.689968001""},{""time"":1766261783000,""open"":""10350.645"",""close"":""10574.097"",""high"":""10574.097"",""low"":""10350.645"",""volume"":""70.54536588"",""source"":"""",""amount"":""6680651.210149""},{""time"":1766261786000,""open"":""10574.097"",""close"":""10694.052"",""high"":""10694.052"",""low"":""10574.097"",""volume"":""12.32782212"",""source"":"""",""amount"":""1152773.629132""},{""time"":1766261788000,""open"":""10694.052"",""close"":""10734.964"",""high"":""10734.964"",""low"":""10694.052"",""volume"":""12.3287999"",""source"":"""",""amount"":""1148471.453415""},{""time"":1766261790000,""open"":""10734.964"",""close"":""10536.936"",""high"":""10761.053"",""low"":""10536.936"",""volume"":""105.32457985"",""source"":"""",""amount"":""9929650.799058""},{""time"":1766261793000,""open"":""10536.936"",""close"":""10457.5219"",""high"":""10536.936"",""low"":""10457.5219"",""volume"":""12.32782212"",""source"":"""",""amount"":""1178847.250508""},{""time"":1766261795000,""open"":""10457.5219"",""close"":""10497.97"",""high"":""10497.97"",""low"":""10457.5219"",""volume"":""12.3287999"",""source"":"""",""amount"":""1174398.43165""},{""time"":1766261796000,""open"":""10497.97"",""close"":""10577.356"",""high"":""10577.356"",""low"":""10497.97"",""volume"":""36.98639995"",""source"":"""",""amount"":""3496752.82703""},{""time"":1766261799000,""open"":""10577.356"",""close"":""10688.447"",""high"":""10688.447"",""low"":""10577.356"",""volume"":""32.157128"",""source"":"""",""amount"":""3008587.406629""}]}}"
